timestamp,equity,cash,holdings,num_positions,gross_exposure
2025-10-15T09:40:00+00:00,9993.999500000004,-6.000499999995862,10000.0,30,10000.0
2025-10-15T09:40:00+00:00,10001.890236593588,-0.39712949351570853,10002.287366087105,29,10002.287366087105
2025-10-15T09:40:00+00:00,9992.951926837282,-0.39712949351570853,9993.349056330799,29,9993.349056330799
2025-10-15T09:45:00+00:00,9998.747014885348,-0.39712949351570853,9999.144144378864,29,9999.144144378864
2025-10-15T09:45:00+00:00,10008.995567853819,-0.39712949351570853,10009.392697347335,29,10009.392697347335
2025-10-15T09:45:00+00:00,9996.059187840767,-0.39712949351570853,9996.456317334283,29,9996.456317334283
2025-10-15T09:45:00+00:00,9994.447485222567,-0.4000321585343763,9994.8475173811,30,9994.8475173811
2025-10-15T09:50:00+00:00,9985.008042879695,-0.38677141146300953,9985.394814291158,31,9985.394814291158
2025-10-15T09:50:00+00:00,9962.765507205571,-0.38677141146300953,9963.152278617034,31,9963.152278617034
2025-10-15T09:50:00+00:00,9965.55884415619,-0.38677141146300953,9965.945615567653,31,9965.945615567653
2025-10-15T09:50:00+00:00,9958.950406731283,-0.37370669776256543,9959.324113429046,32,9959.324113429046
2025-10-15T09:55:00+00:00,9963.572467433696,-0.37370669776256543,9963.946174131459,32,9963.946174131459
2025-10-15T09:55:00+00:00,9954.369844019331,-0.37370669776256543,9954.743550717094,32,9954.743550717094
2025-10-15T09:55:00+00:00,9960.168370809964,-0.37370669776256543,9960.542077507727,32,9960.542077507727
2025-10-15T09:55:00+00:00,9966.283633518582,-0.3743276626077335,9966.65796118119,31,9966.65796118119
2025-10-15T10:00:00+00:00,9958.052492841329,-0.7705520304000053,9958.82304487173,29,9958.82304487173
2025-10-15T10:00:00+00:00,9965.536653326932,2.10101907753625,9963.435634249396,29,9963.435634249396
2025-10-15T10:00:00+00:00,9951.863625251823,2.10101907753625,9949.762606174287,29,9949.762606174287
2025-10-15T10:00:00+00:00,9956.863338562469,2.10101907753625,9954.762319484933,29,9954.762319484933
2025-10-15T10:05:00+00:00,9964.034729110295,-0.8305333926222733,9964.865262502917,27,9964.865262502917
2025-10-15T10:05:00+00:00,9967.39042712872,-0.8305333926222733,9968.220960521341,27,9968.220960521341
2025-10-15T10:05:00+00:00,9975.837297837652,-0.8305333926222733,9976.667831230274,27,9976.667831230274
2025-10-15T10:05:00+00:00,9976.407271714841,-0.4434774728547286,9976.850749187695,26,9976.850749187695
2025-10-15T10:10:00+00:00,9981.903803471101,-0.4604748304858236,9982.364278301588,25,9982.364278301588
2025-10-15T10:10:00+00:00,9985.466951608216,-0.4604748304858236,9985.927426438702,25,9985.927426438702
2025-10-15T10:10:00+00:00,9979.41025017774,-0.4604748304858236,9979.870725008226,25,9979.870725008226
2025-10-15T10:10:00+00:00,9995.143676126281,-0.4798550416920357,9995.623531167974,24,9995.623531167974
2025-10-15T10:15:00+00:00,9993.11146635788,-0.9993973210386418,9994.110863678918,22,9994.110863678918
2025-10-15T10:15:00+00:00,9972.812331187015,-0.9993973210386418,9973.811728508053,22,9973.811728508053
2025-10-15T10:15:00+00:00,9966.261055323741,-0.5206055881216991,9966.781660911862,23,9966.781660911862
2025-10-15T10:15:00+00:00,9972.073482620488,-5.5614634554720555,9977.63494607596,23,9977.63494607596
2025-10-15T10:20:00+00:00,9981.891387871507,-2.5996811606786827,9984.491069032185,19,9984.491069032185
2025-10-15T10:20:00+00:00,9973.355819104485,-0.5999970276818085,9973.955816132167,20,9973.955816132167
2025-10-15T10:20:00+00:00,9967.215914919914,-0.5999970276818085,9967.815911947597,20,9967.815911947597
2025-10-15T10:20:00+00:00,9973.514794255936,-0.5703076883276482,9974.085101944263,21,9974.085101944263
2025-10-15T10:25:00+00:00,9970.112302199432,-0.5696055069854918,9970.681907706417,20,9970.681907706417
2025-10-15T10:25:00+00:00,9946.441459833535,-0.5696055069854918,9947.01106534052,20,9947.01106534052
2025-10-15T10:25:00+00:00,9931.06240780611,-0.5678634646098006,9931.63027127072,21,9931.63027127072
2025-10-15T10:25:00+00:00,9938.854842635305,-0.5678634646098006,9939.422706099915,21,9939.422706099915
2025-10-15T10:30:00+00:00,9942.035918279558,-0.5678634646098006,9942.603781744168,21,9942.603781744168
2025-10-15T10:30:00+00:00,9934.984690795909,-0.5678634646098006,9935.55255426052,21,9935.55255426052
2025-10-15T10:30:00+00:00,9919.84734472723,-0.5672377695600037,9920.414582496789,20,9920.414582496789
2025-10-15T10:30:00+00:00,9930.78676012085,-0.5973272872720564,9931.384087408123,19,9931.384087408123
2025-10-15T10:35:00+00:00,9941.982622670052,-0.6350295163000625,9942.61765218635,18,9942.61765218635
2025-10-15T10:35:00+00:00,9940.855212582159,-0.6282641529109108,9941.48347673507,19,9941.48347673507
2025-10-15T10:35:00+00:00,9905.226525880806,-0.5947262022027273,9905.821252083007,20,9905.821252083007
2025-10-15T10:35:00+00:00,9922.17560595562,-0.5957689224621717,9922.77137487808,19,9922.77137487808
2025-10-15T10:40:00+00:00,9905.830301516018,-1.698790990283296,9907.529092506302,21,9907.529092506302
2025-10-15T10:40:00+00:00,9907.320879939743,-1.698790990283296,9909.019670930027,21,9909.019670930027
2025-10-15T10:40:00+00:00,9916.457657221843,-0.5677537328682876,9917.025410954711,20,9917.025410954711
2025-10-15T10:40:00+00:00,9920.694989511496,-1.7870494300012016,9922.482038941496,17,9922.482038941496
2025-10-15T10:45:00+00:00,9916.807904625519,-2.2682895561188854,9919.076194181638,21,9919.076194181638
2025-10-15T10:45:00+00:00,9928.088323264094,-1.7016088293051135,9929.7899320934,18,9929.7899320934
2025-10-15T10:45:00+00:00,9930.323841471265,-0.6282389063447192,9930.95208037761,19,9930.95208037761
2025-10-15T10:45:00+00:00,9918.148560656415,-0.5955015556645815,9918.74406221208,20,9918.74406221208
2025-10-15T10:50:00+00:00,9913.195749168326,-0.5955015556645815,9913.79125072399,20,9913.79125072399
2025-10-15T10:50:00+00:00,9895.492266085233,-11.74021876567307,9907.232484850907,20,9907.232484850907
2025-10-15T10:50:00+00:00,9899.271550742942,-0.5727489328002853,9899.844299675742,21,9899.844299675742
2025-10-15T10:50:00+00:00,9892.880314113536,-0.5399847279294054,9893.420298841465,22,9893.420298841465
2025-10-15T10:55:00+00:00,9885.100294977336,-0.5160952537637752,9885.6163902311,23,9885.6163902311
2025-10-15T10:55:00+00:00,9888.468821879496,-0.5160952537637752,9888.98491713326,23,9888.98491713326
2025-10-15T10:55:00+00:00,9895.822665115003,-0.5172462827111776,9896.339911397714,22,9896.339911397714
